m_date,m_close_dividend_and_split_adjusted,m_volume,c_log_returns_dividend_and_split_adjusted,c_annualized_volatility_252d_log_returns_dividend_and_split_adjusted,c_annualized_volatility_63d_log_returns_dividend_and_split_adjusted,c_simple_moving_average_252d_close_dividend_and_split_adjusted,c_simple_moving_average_63d_close_dividend_and_split_adjusted,c_momentum_12_1,c_momentum_6_1,c_absolute_momentum,c_trend_score
2006-01-03,34.18746566772461,157700,,,,,,,,,
2006-01-04,34.32880783081055,155400,0.004125804173685066,,,,,,,,
2006-01-05,34.334693908691406,28100,0.0001714470641946237,,,,,,,,
2006-01-06,34.61738586425781,155500,0.00819971030317991,,,,,,,,
2006-01-09,34.788177490234375,278400,0.004921564279914393,,,,,,,,
2006-01-10,34.78228759765625,204100,-0.00016932163913976087,,,,,,,,
2006-01-11,34.90596008300781,53000,0.0035493105164495996,,,,,,,,
2006-01-12,34.71162033081055,113600,-0.00558307990171363,,,,,,,,
2006-01-13,34.729286193847656,64800,0.0005088027879344385,,,,,,,,
2006-01-17,34.6762809753418,80900,-0.0015274056814954034,,,,,,,,
2006-01-18,34.49959945678711,111500,-0.005108193828240247,,,,,,,,
2006-01-19,34.723392486572266,90400,0.006465880863845761,,,,,,,,
2006-01-20,34.16390609741211,73000,-0.016243885388390163,,,,,,,,
2006-01-23,34.29936599731445,165400,0.003957160460578005,,,,,,,,
2006-01-24,34.36414337158203,34200,0.001886806954100256,,,,,,,,
2006-01-25,34.31702423095703,48600,-0.001372112608517484,,,,,,,,
2006-01-26,34.5761604309082,35500,0.007522875400344332,,,,,,,,
2006-01-27,34.823509216308594,34800,0.007128271186858135,,,,,,,,
2006-01-30,34.882415771484375,35000,0.001690145255478835,,,,,,,,
2006-01-31,34.68806838989258,39200,-0.00558707875869079,,,,,,,,
2006-02-01,34.74694061279297,72400,0.001695750828107907,,,,,,,,
2006-02-02,34.48193359375,56300,-0.007656005287246124,,,,,,,,
2006-02-03,34.34648132324219,59900,-0.003935945511348723,,,,,,,,
2006-02-06,34.417152404785156,83600,0.002055479112827556,,,,,,,,
2006-02-07,34.140350341796875,40300,-0.008075077300474501,,,,,,,,
2006-02-08,34.417152404785156,44900,0.00807507730047435,,,,,,,,
2006-02-09,34.358272552490234,48600,-0.0017122356340679987,,,,,,,,
2006-02-10,34.39948272705078,50100,0.0011987063663602118,,,,,,,,
2006-02-13,34.38770294189453,49800,-0.00034249941051805343,,,,,,,,
2006-02-14,34.65860366821289,77800,0.007846969075530747,,,,,,,,
2006-02-15,34.7940673828125,32500,0.0039008978151284196,,,,,,,,
2006-02-16,35.07086181640625,30200,0.007923743285585209,,,,,,,,
2006-02-17,35.10032272338867,36700,0.0008396868004051643,,,,,,,,
2006-02-21,35.0060920715332,46800,-0.0026882192985556086,,,,,,,,
2006-02-22,35.33589553833008,34800,0.009377212521077817,,,,,,,,
2006-02-23,35.1768798828125,47900,-0.004510272759318162,,,,,,,,
2006-02-24,35.25932693481445,65500,0.002341042863638331,,,,,,,,
2006-02-27,35.359439849853516,39500,0.0028353081387387665,,,,,,,,
2006-02-28,34.99430847167969,34200,-0.010379963122391169,,,,,,,,
2006-03-01,35.21809387207031,43800,0.0063745478209159155,,,,,,,,
2006-03-02,35.1768798828125,31200,-0.0011709357009018681,,,,,,,,
2006-03-03,35.15920639038086,106000,-0.0005025441061633268,,,,,,,,
2006-03-06,34.911861419677734,75000,-0.007059860960378093,,,,,,,,
2006-03-07,34.85884475708008,45700,-0.0015197401805659627,,,,,,,,
2006-03-08,34.92952346801758,204400,0.0020255161970282654,,,,,,,,
2006-03-09,34.7940673828125,27400,-0.0038855214991152334,,,,,,,,
2006-03-10,35.00018310546875,22800,0.005906398318451325,,,,,,,,
2006-03-13,35.123870849609375,63800,0.003527687446307363,,,,,,,,
2006-03-14,35.45954895019531,34500,0.009511600097653606,,,,,,,,
2006-03-15,35.61269760131836,158600,0.004309667854689836,,,,,,,,
2006-03-16,35.81291961669922,52800,0.005606462992815676,,,,,,,,
2006-03-17,35.78936004638672,27700,-0.0006580676278344076,,,,,,,,
2006-03-20,35.71943664550781,45500,-0.001955659342610724,,,,,,,,
2006-03-21,35.4824333190918,84000,-0.0066572465539006505,,,,,,,,
2006-03-22,35.7549934387207,19100,0.00765219806604866,,,,,,,,
2006-03-23,35.64239501953125,64700,-0.0031541353254037553,,,,,,,,
2006-03-24,35.725379943847656,20400,0.0023255583282246394,,,,,,,,
2006-03-27,35.707576751708984,21800,-0.0004984587879559021,,,,,,,,
2006-03-28,35.452796936035156,41100,-0.00716075228814763,,,,,,,,
2006-03-29,35.71943664550781,42400,0.00749283656113445,,,,,,,,
2006-03-30,35.55945587158203,30200,-0.004488875651982927,,,,,,,,
2006-03-31,35.547603607177734,64500,-0.00033336393322805423,,,,,,,,
2006-04-03,35.5712890625,28200,0.0006660805675917941,,,,34.94572497171069,,,,
2006-04-04,35.731292724609375,35300,0.0044880262865720204,,0.08514981711494815,,34.970230163089816,,,,
2006-04-05,35.98015213012695,56800,0.006940604948775752,,0.0857936306173714,,34.996441977364675,,,,
2006-04-06,35.87350845336914,30900,-0.0029683596965366815,,0.0861082981234734,,35.02086760505797,,,,
2006-04-07,35.4824333190918,29200,-0.010961359075092618,,0.0878318128020872,,35.03459851703946,,,,
2006-04-10,35.55353546142578,41800,0.002001863768440321,,0.08741289573173255,,35.04674705626473,,,,
2006-04-11,35.251312255859375,60900,-0.008536846014167524,,0.08919691385953737,,35.05419189210922,,,,
2006-04-12,35.34612274169922,34400,0.002685948656422035,,0.08908228257452858,,35.061178600977335,,,,
2006-04-13,35.33428192138672,24000,-0.00033505242307858884,,0.08831281158191745,,35.07106211828807,,,,
2006-04-17,35.33428192138672,41500,0.0,,0.08831336818499345,,35.080665225074405,,,,
2006-04-18,35.9742317199707,22500,0.017949244687662392,,0.09503357171257781,,35.10126761784629,,,,
2006-04-19,36.07497024536133,52500,0.002796383257236026,,0.09442242430045929,,35.12627350337922,,,,
2006-04-20,36.11646270751953,62400,0.0011495122074726843,,0.09370082174342396,,35.14838572910854,,,,
2006-04-21,36.15200424194336,18500,0.0009835973776532365,,0.08720499872262788,,35.179942842513796,,,,
2006-04-24,36.128318786621094,35600,-0.0006553777066183875,,0.08703506439505722,,35.20897383916946,,,,
2006-04-25,35.87943649291992,48300,-0.006912679996959463,,0.08836767308423292,,35.23302611093673,,,,
2006-04-26,35.99202346801758,35300,0.0031330118311985386,,0.08840077238396127,,35.259613400413876,,,,
2006-04-27,36.217185974121094,79400,0.006236413266679108,,0.0880372376248229,,35.28566142490932,,,,
2006-04-28,36.412723541259766,16900,0.005384504562277879,,0.08759056504667338,,35.310887049114896,,,,
2006-05-01,36.146080017089844,33700,-0.007349755271813253,,0.08903279088687832,,35.330945211743554,,,,
2006-05-02,36.50160217285156,23900,0.009787648641624232,,0.0900193778450579,,35.35973146226671,,,,
2006-05-03,36.46013641357422,85500,-0.0011366440697562498,,0.09008417564368626,,35.3869250464061,,,,
2006-05-04,36.51939392089844,119200,0.001623949073815992,,0.08845594031947329,,35.41926568651956,,,,
2006-05-05,36.92826461791992,25100,0.01113377686409436,,0.09021667632647,,35.460246373736666,,,,
2006-05-08,36.8571662902832,69500,-0.0019271649908745242,,0.09040571769941189,,35.498976752871556,,,,
2006-05-09,36.92233657836914,39700,0.0017666235878938332,,0.08847380410367653,,35.54313526456318,,,,
2006-05-10,36.86308670043945,283500,-0.0016060053065179922,,0.0875492569888722,,35.581959618462456,,,,
2006-05-11,36.4542121887207,31200,-0.011153677419237038,,0.09075510548220768,,35.61522850157723,,,,
2006-05-12,35.96831512451172,49000,-0.013418597031838479,,0.095186132329246,,35.64013060312423,,,,
2006-05-15,36.05127716064453,28700,0.002303875103877136,,0.09521458175086193,,35.666536543104385,,,,
2006-05-16,36.027565002441406,159200,-0.0006579506092755964,,0.09415137984231961,,35.688266088092135,,,,
2006-05-17,35.375755310058594,71800,-0.018257632717329348,,0.10117600967140672,,35.69749922979446,,,,
2006-05-18,35.07354736328125,48800,-0.008579497285138668,,0.10148056891403945,,35.69754185752263,,,,
2006-05-19,35.32835388183594,42700,0.007238657668710315,,0.10249735759834086,,35.701161399720206,,,,
2006-05-22,35.209842681884766,40800,-0.0033602024784648407,,0.10258050805297715,,35.704395536392454,,,,
2006-05-23,34.960975646972656,50100,-0.007093207241630878,,0.10180713013974911,,35.69844442700583,,,,
2006-05-24,35.04985427856445,73700,0.0025389980216701303,,0.1015613483510126,,35.69642814757332,,,,
2006-05-25,35.4942626953125,50500,0.012599613262137654,,0.10457377267067061,,35.700157286628844,,,,
2006-05-26,35.70166778564453,38400,0.005826335175287743,,0.10506109656013218,,35.70558947608585,,,,
2006-05-30,35.22761535644531,109200,-0.01336710218391251,,0.10643913996281855,,35.709292759971014,,,,
2006-05-31,35.53575134277344,32200,0.008708967599348584,,0.10709833853987501,,35.71433494204567,,,,
2006-06-01,35.92684555053711,162000,0.010945533169377021,,0.10921501510833229,,35.72623915899368,,,,
2006-06-02,36.057186126708984,238800,0.003621378674674449,,0.10939777871875016,,35.74049280560206,,,,
2006-06-05,35.55353546142578,31600,-0.014066579942500216,,0.11220145198108726,,35.750678107852025,,,,
2006-06-06,35.4942626953125,53400,-0.00166853249227526,,0.11221159582149151,,35.76076410687159,,,,
2006-06-07,35.286869049072266,59000,-0.005860156079590671,,0.1128216136991726,,35.76643625895182,,,,
2006-06-08,35.33428192138672,70600,0.001342738791041889,,0.11254355339735539,,35.775011092897444,,,,
2006-06-09,35.1979866027832,51000,-0.003864769731716841,,0.11224185066415113,,35.778150830950054,,,,
