name,family,score_sig,filter,top_n,sizing,universe,regime,dual_mom,alpha_full,alpha_is,alpha_oos,cagr_full,cagr_oos,sharpe_full,sortino,max_dd,calmar,hit_rate,ybs,turnover,final_score
F4_tech_a_mom6_ema200_t2_equal,4,mom6,ema200,2,equal,tech_a,False,False,0.033349430560772886,0.036978964410513626,0.03407672910922943,0.14069176441694298,0.1831598088063784,0.8060071276437595,1.0964342774065996,-0.303411243008874,0.4636999045313166,0.5489744663038928,10,7.684210526315789,-0.03711508726477916
F4_tech_a_mom6_spy_sma200_t1_top1,4,mom6,spy_sma200,1,top1,tech_a,False,False,0.010371579182578916,-0.042809174980984466,0.12304020124238924,0.11771391303874901,0.2721232809395382,0.5964783735162571,0.8244892967560754,-0.6013862867145094,0.1957376076562089,0.5364169108413562,11,9.894736842105264,-0.176448285861422
F4_tech_a_mom6_spy_sma200_t2_rank_7030,4,mom6,spy_sma200,2,rank_7030,tech_a,False,False,0.020858995795612456,-0.004493209398386266,0.06047376761935652,0.12820132965178255,0.20955684731650548,0.7012198360037657,0.9553945500226328,-0.5026362904849507,0.25505784615769,0.5449979070740896,11,8.31578947368421,-0.0864896618859835
F4_tech_a_mom6_spy_sma200_t2_equal,4,mom6,spy_sma200,2,equal,tech_a,False,False,0.02726983579236153,0.020969717003504584,0.01975638869114804,0.13461216964853162,0.168839468388297,0.7593546193294274,1.0243402620724023,-0.43539446611557087,0.30917289980621904,0.5477187107576392,13,7.2631578947368425,-0.017538244893117144
F4_tech_a_w1_none_t1_top1,4,w1,none,1,top1,tech_a,False,False,0.014401402378547257,-0.04328764062648083,0.08630079573327998,0.12174373623471735,0.23538387543042893,0.619074901810249,0.8597975812560829,-0.3442685130930301,0.35363017994567253,0.5368354960234407,10,6.842105263157895,-0.014961649267586086
F4_tech_a_w1_none_t2_rank_7030,4,w1,none,2,rank_7030,tech_a,False,False,0.03459207270690312,-0.0055474610409007585,0.07737531951891263,0.1419344065630732,0.2264583992160616,0.7689382973037322,1.0619399934120617,-0.27220065772826607,0.5214330036805578,0.5489744663038928,11,5.578947368421053,0.08133753795504747
F4_tech_a_w1_none_t2_equal,4,w1,none,2,equal,tech_a,False,False,0.04802444409424944,0.020155237664156722,0.07103869005902874,0.15536677795041953,0.2201217697561777,0.8605356038429767,1.1839251752862752,-0.297761356910037,0.5217828786203466,0.5506488070322311,11,4.7368421052631575,0.1406543568108023
F4_tech_a_w1_sma200_t1_top1,4,w1,sma200,1,top1,tech_a,False,False,0.02171175122378055,-0.02348164020741872,0.07757472975455193,0.12905408507995064,0.2266578094517009,0.6460524771449134,0.8984423983165527,-0.3442685130930301,0.374864619248746,0.5362076182503139,8,7.157894736842104,-0.036924482696595706
F4_tech_a_w1_sma200_t2_rank_7030,4,w1,sma200,2,rank_7030,tech_a,False,False,0.04013660400494223,0.008165636683733046,0.07489392192254063,0.14747893786111232,0.2239770016196896,0.7849256755958146,1.087611867956905,-0.3030341256054031,0.48667435578906554,0.5491837588949351,11,6.210526315789474,0.053630090570742806
F4_tech_a_w1_sma200_t2_equal,4,w1,sma200,2,equal,tech_a,False,False,0.052738867434350745,0.029947845413305973,0.07336172381202166,0.16008120129052084,0.22244480350917062,0.8737863122045344,1.2086178231548552,-0.31987768315205967,0.5004450442215543,0.5514859773964002,12,5.578947368421053,0.10838253726381639
F4_tech_a_w1_ema200_t1_top1,4,w1,ema200,1,top1,tech_a,False,False,0.02157962334084207,-0.02001516244389867,0.07732011031771191,0.12892195719701216,0.22640319001486087,0.6473244816845002,0.8945055932610996,-0.3442685130930301,0.3744808261398398,0.5374633737965676,9,7.2631578947368425,-0.036862918999885114
F4_tech_a_w1_ema200_t2_rank_7030,4,w1,ema200,2,rank_7030,tech_a,False,False,0.03477660086592982,0.0034301682230055697,0.06988891021673349,0.1421189347220999,0.21897198991388245,0.7656817740562382,1.0562981158043154,-0.2977768139575835,0.4772666240641016,0.548346588530766,11,6.442105263157895,0.0355190532040382
F4_tech_a_w1_ema200_t2_equal,4,w1,ema200,2,equal,tech_a,False,False,0.04379347286135471,0.019439567868016594,0.06526612265314924,0.1511358067175248,0.2143492023502982,0.8369927075031612,1.1509552583153773,-0.3208790211590413,0.4710055714194399,0.5491837588949351,11,5.894736842105263,0.07580402680280299
F4_tech_a_w1_spy_sma200_t1_top1,4,w1,spy_sma200,1,top1,tech_a,False,False,0.014401402378547257,-0.04328764062648083,0.08630079573327998,0.12174373623471735,0.23538387543042893,0.619074901810249,0.8597975812560829,-0.3442685130930301,0.35363017994567253,0.5368354960234407,10,6.842105263157895,-0.014961649267586086
F4_tech_a_w1_spy_sma200_t2_rank_7030,4,w1,spy_sma200,2,rank_7030,tech_a,False,False,0.03459207270690312,-0.0055474610409007585,0.07737531951891263,0.1419344065630732,0.2264583992160616,0.7689382973037322,1.0619399934120617,-0.27220065772826607,0.5214330036805578,0.5489744663038928,11,5.578947368421053,0.08133753795504747
F4_tech_a_w1_spy_sma200_t2_equal,4,w1,spy_sma200,2,equal,tech_a,False,False,0.04802444409424944,0.020155237664156722,0.07103869005902874,0.15536677795041953,0.2201217697561777,0.8605356038429767,1.1839251752862752,-0.297761356910037,0.5217828786203466,0.5506488070322311,11,4.7368421052631575,0.1406543568108023
F4_tech_a_avg3_6_12_none_t1_top1,4,avg3_6_12,none,1,top1,tech_a,False,False,0.025887078127262653,-0.013074969682152826,0.07493792305453639,0.13322941198343274,0.22402100275168535,0.6590744875137405,0.9162492443645704,-0.3442685130930301,0.38699273072187923,0.539974884889075,10,7.473684210526317,-0.03935525028462036
F4_tech_a_avg3_6_12_none_t2_rank_7030,4,avg3_6_12,none,2,rank_7030,tech_a,False,False,0.041525815522307274,0.014990030918616837,0.061626890281127444,0.14886814937847737,0.2107099699782764,0.7943413720452783,1.0930403469093664,-0.3025500615145359,0.49204468388886796,0.5510673922143157,10,6.08421052631579,0.052670651731631796
F4_tech_a_avg3_6_12_none_t2_equal,4,avg3_6_12,none,2,equal,tech_a,False,False,0.052341198621352225,0.034195488263964124,0.05285015918556901,0.15968353247752232,0.20193323888271797,0.8783081021945873,1.2063808488230414,-0.2977613569100367,0.5362802417835832,0.5519045625784847,10,5.157894736842105,0.11327458463866286
F4_tech_a_avg3_6_12_sma200_t1_top1,4,avg3_6_12,sma200,1,top1,tech_a,False,False,0.032838859037760626,0.006538203306759582,0.06629211810128832,0.14018119289393072,0.21537519779843728,0.6837301993196019,0.9516329319245453,-0.3442685130930301,0.4071856343599166,0.5391377145249058,8,7.578947368421052,-0.05125939631972687
F4_tech_a_avg3_6_12_sma200_t2_rank_7030,4,avg3_6_12,sma200,2,rank_7030,tech_a,False,False,0.047965884848072626,0.03041599765585712,0.059177355253012154,0.15530821870424272,0.2082604349501611,0.8126817108146586,1.1265045088466565,-0.30898872702685953,0.5026339316603683,0.5506488070322311,10,6.631578947368421,0.029894448716278832
F4_tech_a_avg3_6_12_sma200_t2_equal,4,avg3_6_12,sma200,2,equal,tech_a,False,False,0.0587268447087852,0.04700671490984143,0.05513856313997634,0.1660691785649553,0.2042216428371253,0.8976719888432366,1.2437570254896677,-0.3198776831520592,0.5191646285808926,0.5514859773964002,11,6.0,0.08257784199409773
F4_tech_a_avg3_6_12_ema200_t1_top1,4,avg3_6_12,ema200,1,top1,tech_a,False,False,0.032826580686173834,0.010104215360192681,0.06653231836636864,0.14016891454234393,0.2156153980635176,0.6855806874229418,0.9481588326840739,-0.3442685130930301,0.40714996931615044,0.5403934700711595,9,7.473684210526317,-0.04038835857586287
F4_tech_a_avg3_6_12_ema200_t2_rank_7030,4,avg3_6_12,ema200,2,rank_7030,tech_a,False,False,0.0414136814967776,0.023385251821775865,0.05448062440630119,0.1487560153529477,0.20356370410345015,0.7896953763004478,1.0857719311040948,-0.3263808965895877,0.4557742714335486,0.5504395144411888,10,6.778947368421052,0.015048176891984344
F4_tech_a_avg3_6_12_ema200_t2_equal,4,avg3_6_12,ema200,2,equal,tech_a,False,False,0.047637263418759845,0.03253393152233941,0.04716364427304143,0.15497959727492994,0.19624672397019038,0.8529200656300023,1.1710446026108756,-0.32087902115904066,0.48298451146831367,0.5500209292591042,10,6.315789473684211,0.04798411375707459
F4_tech_a_avg3_6_12_spy_sma200_t1_top1,4,avg3_6_12,spy_sma200,1,top1,tech_a,False,False,0.025887078127262653,-0.013074969682152826,0.07493792305453639,0.13322941198343274,0.22402100275168535,0.6590744875137405,0.9162492443645704,-0.3442685130930301,0.38699273072187923,0.539974884889075,10,7.473684210526317,-0.03935525028462036
F4_tech_a_avg3_6_12_spy_sma200_t2_rank_7030,4,avg3_6_12,spy_sma200,2,rank_7030,tech_a,False,False,0.041525815522307274,0.014990030918616837,0.061626890281127444,0.14886814937847737,0.2107099699782764,0.7943413720452783,1.0930403469093664,-0.3025500615145359,0.49204468388886796,0.5510673922143157,10,6.08421052631579,0.052670651731631796
F4_tech_a_avg3_6_12_spy_sma200_t2_equal,4,avg3_6_12,spy_sma200,2,equal,tech_a,False,False,0.052341198621352225,0.034195488263964124,0.05285015918556901,0.15968353247752232,0.20193323888271797,0.8783081021945873,1.2063808488230414,-0.2977613569100367,0.5362802417835832,0.5519045625784847,10,5.157894736842105,0.11327458463866286
F4_tech_a_mom12_vol6_none_t1_top1,4,mom12_vol6,none,1,top1,tech_a,False,False,0.07290523666184212,0.06237948749195965,0.019490210674224517,0.1802475705180122,0.16857329037137347,0.928982626061212,1.2637193045985187,-0.3245488734561569,0.5553788204486303,0.5508580996232734,11,9.052631578947368,-0.07038029032907714
F4_tech_a_mom12_vol6_none_t2_rank_7030,4,mom12_vol6,none,2,rank_7030,tech_a,False,False,0.05071873757642087,0.03928161165666255,0.018104603828071886,0.15806107143259096,0.16718768352522084,0.9343092675602539,1.256607293025228,-0.32326326774989134,0.4889546298680701,0.5556718292172457,11,7.34736842105263,0.006391582102501708
F4_tech_a_mom12_vol6_none_t2_equal,4,mom12_vol6,none,2,equal,tech_a,False,False,0.03577218864103382,0.023312233674116944,0.017194877540646525,0.1431145224972039,0.16627795723779548,0.8808491951695581,1.186353228634362,-0.32748496077150224,0.4370109765042308,0.5565089995814149,11,6.210526315789474,0.04896313904667271
F4_tech_a_mom12_vol6_sma200_t1_top1,4,mom12_vol6,sma200,1,top1,tech_a,False,False,0.07630347176454366,0.07819305177705416,0.023288571648389933,0.18364580562071375,0.1723716513455389,0.9400246619518562,1.2762231638867871,-0.36855837902326927,0.4982814557286706,0.5523231477605692,12,8.421052631578947,-0.029383077348992398
F4_tech_a_mom12_vol6_sma200_t2_rank_7030,4,mom12_vol6,sma200,2,rank_7030,tech_a,False,False,0.056634059410330506,0.054978027794208906,0.02888617419638173,0.1639763932665006,0.1779692538935307,0.9389800486472846,1.2729240900321734,-0.3300452757331599,0.49682999673982536,0.5562997069903726,11,7.4421052631578934,0.007955957004349978
