m_date,m_close_dividend_and_split_adjusted,m_volume,c_log_returns_dividend_and_split_adjusted,c_annualized_volatility_252d_log_returns_dividend_and_split_adjusted,c_annualized_volatility_63d_log_returns_dividend_and_split_adjusted,c_simple_moving_average_252d_close_dividend_and_split_adjusted,c_simple_moving_average_63d_close_dividend_and_split_adjusted,c_momentum_12_1,c_momentum_6_1,c_absolute_momentum,c_trend_score
2006-01-03,52.94676971435547,170600,,,,,,,,,
2006-01-04,53.073036193847656,284500,0.0023819424702744463,,,,,,,,
2006-01-05,53.073036193847656,203100,0.0,,,,,,,,
2006-01-06,52.952022552490234,201100,-0.0022827375968923736,,,,,,,,
2006-01-09,53.00993728637695,170500,0.0010931232253865502,,,,,,,,
2006-01-10,52.90465545654297,251500,-0.001988052104688211,,,,,,,,
2006-01-11,52.86784744262695,111000,-0.00069598457808838,,,,,,,,
2006-01-12,53.004642486572266,188200,0.0025841485387038308,,,,,,,,
2006-01-13,53.15195846557617,108400,0.002775448201026461,,,,,,,,
2006-01-17,53.17824935913086,253000,0.0004945141108687909,,,,,,,,
2006-01-18,53.241371154785156,142600,0.0011862813032388084,,,,,,,,
2006-01-19,53.16249465942383,156500,-0.0014825872952214953,,,,,,,,
2006-01-20,53.18880081176758,134100,0.0004947030078702269,,,,,,,,
2006-01-23,53.18880081176758,221900,0.0,,,,,,,,
2006-01-24,53.09934997558594,209400,-0.0016831764714595565,,,,,,,,
2006-01-25,52.96778106689453,162600,-0.0024808623534667085,,,,,,,,
2006-01-26,52.804752349853516,183800,-0.0030826310172333686,,,,,,,,
2006-01-27,52.87309265136719,164400,0.0012933706405456723,,,,,,,,
2006-01-30,52.878414154052734,130800,0.00010064164286246866,,,,,,,,
2006-01-31,52.888877868652344,174300,0.0001978629580779304,,,,,,,,
2006-02-01,52.741546630859375,459300,-0.002789562458565248,,,,,,,,
2006-02-02,52.778533935546875,150400,0.0007010477248273418,,,,,,,,
2006-02-03,52.92638397216797,145000,0.0027974125700959405,,,,,,,,
2006-02-06,52.915802001953125,119800,-0.00019995751510058896,,,,,,,,
2006-02-07,52.878841400146484,122900,-0.0006987235293168853,,,,,,,,
2006-02-08,52.85245132446289,146800,-0.0004991914040122309,,,,,,,,
2006-02-09,52.88414001464844,144200,0.0005993893075794149,,,,,,,,
2006-02-10,52.77325439453125,118100,-0.002098966408316325,,,,,,,,
2006-02-13,52.81019973754883,109600,0.0006998320869336922,,,,,,,,
2006-02-14,52.72574234008789,237600,-0.001600543167153793,,,,,,,,
2006-02-15,52.783817291259766,199000,0.001100847302172644,,,,,,,,
2006-02-16,52.73100662231445,148300,-0.0010010095529013018,,,,,,,,
2006-02-17,52.947505950927734,155800,0.004097325486996753,,,,,,,,
2006-02-21,52.75214767456055,276700,-0.00369648323554762,,,,,,,,
2006-02-22,52.96339416503906,79400,0.003996513057088603,,,,,,,,
2006-02-23,52.931705474853516,157900,-0.0005984921160506306,,,,,,,,
2006-02-24,52.97391128540039,150500,0.0007970457860946522,,,,,,,,
2006-02-27,52.86305236816406,189300,-0.0020949005706972163,,,,,,,,
2006-02-28,52.97391128540039,169000,0.002094900570697186,,,,,,,,
2006-03-01,52.97551727294922,182800,3.031611535442829e-05,,,,,,,,
2006-03-02,52.84300994873047,134000,-0.002504427097157127,,,,,,,,
2006-03-03,52.737037658691406,229300,-0.0020074309119497854,,,,,,,,
2006-03-06,52.445491790771484,237300,-0.00554363193376261,,,,,,,,
2006-03-07,52.57798385620117,211200,0.0025230956203013046,,,,,,,,
2006-03-08,52.6044807434082,196100,0.0005038270945333182,,,,,,,,
2006-03-09,52.53560256958008,105700,-0.0013102174073137667,,,,,,,,
2006-03-10,52.556800842285156,85600,0.00040342160430941327,,,,,,,,
2006-03-13,52.65222930908203,198900,0.0018140741879239608,,,,,,,,
2006-03-14,52.82712936401367,345800,0.0033162927311040915,,,,,,,,
2006-03-15,52.68399429321289,181100,-0.0027131766518024964,,,,,,,,
2006-03-16,52.90660858154297,122000,0.004216561173021171,,,,,,,,
2006-03-17,52.79000473022461,253400,-0.0022063885486694468,,,,,,,,
2006-03-20,52.768795013427734,460900,-0.0004018559728570216,,,,,,,,
2006-03-21,52.63095474243164,165400,-0.0026155726156529913,,,,,,,,
2006-03-22,52.72634506225586,117200,0.0018107970888841228,,,,,,,,
2006-03-23,52.68399429321289,168700,-0.0008035411247258869,,,,,,,,
2006-03-24,52.7740592956543,109300,0.0017080729498324186,,,,,,,,
2006-03-27,52.816490173339844,190100,0.0008036870758380568,,,,,,,,
2006-03-28,52.68399429321289,181600,-0.002511760025670384,,,,,,,,
2006-03-29,52.57798385620117,370200,-0.002014221558754715,,,,,,,,
2006-03-30,52.33948516845703,857800,-0.00454641349572517,,,,,,,,
2006-03-31,52.514408111572266,154000,0.003336511404926482,,,,,,,,
2006-04-03,52.46277618408203,175400,-0.0009836791108471898,,,,52.83775262984018,,,,
2006-04-04,52.53194046020508,499500,0.0013174812664476857,,0.03436294759158945,,52.831168038504465,,,,
2006-04-05,52.5692138671875,195900,0.0007092863781298695,,0.03402819719916231,,52.82317085871621,,,,
2006-04-06,52.52664566040039,282000,-0.0008100834667769343,,0.03405210906580103,,52.81449799310593,,,,
2006-04-07,52.35105514526367,250100,-0.003348484527272847,,0.03438666606586009,,52.80495882791186,,,,
2006-04-10,52.303165435791016,267400,-0.0009151988816011809,,0.03431868827381286,,52.79374022710891,,,,
2006-04-11,52.409610748291016,194800,0.002033091911888935,,0.034415543824578024,,52.78588237459697,,,,
2006-04-12,52.36166763305664,171400,-0.0009151958307930837,,0.034432487247600965,,52.777847774445064,,,,
